Chr	start	stop	V4	V5	V6	M24C1_MYC	M24C2_MYC	M24D1_MYC	M24D2_MYC	M24G1_MYC	M24G2_MYC	M24Q1_MYC	M24Q2_MYC
chr15	72782843	72784320	MYC_peak_4722	0	.	228	191	372	340	251	471	282	414
chr15	73633381	73633827	MYC_peak_4723	0	.	37	20	73	57	48	74	53	69
chr15	73991913	73992624	MYC_peak_4724	0	.	76	74	105	87	126	144	99	96
chr15	73994921	73995312	MYC_peak_4725	0	.	25	17	20	27	25	25	30	39
chr15	74373510	74374328	MYC_peak_4726	0	.	23	26	63	84	61	78	51	79
chr15	74460957	74461363	MYC_peak_4727	0	.	31	33	51	49	45	57	46	78
chr15	74511897	74512298	MYC_peak_4728	0	.	21	24	24	53	76	34	52	50
chr15	74545940	74546827	MYC_peak_4729	0	.	112	77	165	144	148	217	147	223
chr15	74614688	74616133	MYC_peak_4730	0	.	205	125	287	182	250	288	186	327
chr15	74780478	74785037	MYC_peak_4731	0	.	432	328	795	716	666	861	620	974
chr15	74787197	74788405	MYC_peak_4732	0	.	132	126	171	223	174	212	169	270
chr15	74788946	74789355	MYC_peak_4733	0	.	29	15	41	26	49	39	44	57
chr15	74789771	74790928	MYC_peak_4734	0	.	155	164	226	256	242	242	227	322
chr15	74842772	74843848	MYC_peak_4735	0	.	202	186	349	249	272	347	215	364
chr15	74873095	74873755	MYC_peak_4736	0	.	74	47	90	71	78	86	79	112
chr15	74889420	74890555	MYC_peak_4737	0	.	128	89	289	240	227	212	157	218
chr15	74906326	74907182	MYC_peak_4738	0	.	75	88	109	75	120	156	97	166
chr15	74937231	74938528	MYC_peak_4739	0	.	356	229	448	424	271	407	336	541
chr15	74955603	74957567	MYC_peak_4740	0	.	455	386	651	571	520	608	509	757
chr15	75023386	75024598	MYC_peak_4741	0	.	103	83	206	214	190	232	161	270
chr15	75042626	75044100	MYC_peak_4742	0	.	185	143	190	213	176	302	204	279
chr15	75046677	75046862	MYC_peak_4743	0	.	7	5	17	11	7	17	24	22
chr15	75046973	75046977	MYC_peak_4744	0	.	0	3	8	1	5	6	2	9
chr15	75047021	75047530	MYC_peak_4745	0	.	48	21	28	51	50	75	35	75
chr15	75108345	75108940	MYC_peak_4746	0	.	34	57	86	102	47	70	89	120
chr15	75125543	75125763	MYC_peak_4747	0	.	17	21	30	32	27	26	32	28
chr15	75153273	75153706	MYC_peak_4748	0	.	20	31	65	76	54	83	74	91
chr15	75201245	75203920	MYC_peak_4749	0	.	410	300	598	548	618	715	557	799
chr15	75204138	75205139	MYC_peak_4750	0	.	125	91	188	160	242	229	132	276
chr15	75336028	75336238	MYC_peak_4751	0	.	12	7	24	34	21	35	24	20
chr15	75367860	75368907	MYC_peak_4752	0	.	260	167	339	236	235	295	265	388
chr15	75450523	75451735	MYC_peak_4753	0	.	115	96	138	172	207	174	108	178
chr15	75452704	75455171	MYC_peak_4754	0	.	307	178	410	464	268	437	367	475
chr15	75455280	75455411	MYC_peak_4755	0	.	9	7	7	13	10	9	12	22
chr15	75455440	75455559	MYC_peak_4756	0	.	7	4	6	9	10	11	4	13
chr15	75455869	75456217	MYC_peak_4757	0	.	10	15	24	23	37	23	13	31
chr15	75578451	75579662	MYC_peak_4758	0	.	146	91	204	191	140	190	160	184
chr15	75625289	75626219	MYC_peak_4759	0	.	140	101	150	140	110	199	181	170
chr15	75638856	75641078	MYC_peak_4760	0	.	544	404	812	674	576	776	592	727
chr15	75647440	75647841	MYC_peak_4761	0	.	27	18	48	34	60	34	52	63
chr15	75693712	75694871	MYC_peak_4762	0	.	84	55	83	116	129	149	94	123
chr15	75738732	75739415	MYC_peak_4763	0	.	181	91	195	197	187	259	150	231
chr15	75758431	75759126	MYC_peak_4764	0	.	63	68	85	66	123	119	97	117
chr15	75836927	75837502	MYC_peak_4765	0	.	42	49	71	72	70	90	61	74
chr15	75842710	75844286	MYC_peak_4766	0	.	285	174	363	265	307	379	277	411
chr15	75903661	75904595	MYC_peak_4767	0	.	108	77	189	183	124	162	92	174
chr15	76006368	76006881	MYC_peak_4768	0	.	69	45	46	61	81	72	60	75
chr15	76012186	76012418	MYC_peak_4769	0	.	15	16	23	32	20	37	19	34
chr15	76150708	76151028	MYC_peak_4770	0	.	18	12	35	19	9	30	23	35
chr15	76310706	76311788	MYC_peak_4771	0	.	177	160	227	177	183	265	123	212
chr15	76336168	76336943	MYC_peak_4772	0	.	57	37	79	83	79	69	55	90
chr15	76337271	76338626	MYC_peak_4773	0	.	157	106	163	176	185	183	137	195
chr15	76339387	76339500	MYC_peak_4774	0	.	7	6	9	14	10	12	11	9
chr15	76905214	76905665	MYC_peak_4775	0	.	29	49	48	49	67	72	39	68
chr15	76931325	76932205	MYC_peak_4776	0	.	84	63	87	90	108	141	92	122
chr15	76988669	76988930	MYC_peak_4777	0	.	16	15	23	36	35	32	31	23
chr15	76994893	76995378	MYC_peak_4778	0	.	51	18	45	51	62	63	48	64
chr15	77002852	77003474	MYC_peak_4779	0	.	33	59	83	58	65	97	56	65
chr15	77070360	77071200	MYC_peak_4780	0	.	95	76	157	125	106	124	116	105
chr15	77419859	77421490	MYC_peak_4781	0	.	132	131	247	137	154	234	150	277
chr15	77567344	77567758	MYC_peak_4782	0	.	39	20	62	41	51	58	59	86
chr15	77569621	77570059	MYC_peak_4783	0	.	48	27	61	80	60	72	60	74
chr15	77633286	77633585	MYC_peak_4784	0	.	36	10	24	20	27	41	19	27
chr15	78047482	78048129	MYC_peak_4785	0	.	50	35	60	54	59	95	37	75
chr15	78049875	78050248	MYC_peak_4786	0	.	23	17	57	50	19	45	29	26
chr15	78050487	78050672	MYC_peak_4787	0	.	1	8	17	20	14	23	8	6
chr15	78065281	78065733	MYC_peak_4788	0	.	55	46	69	57	60	67	51	74
chr15	78077058	78077923	MYC_peak_4789	0	.	81	62	99	121	133	132	126	136
chr15	78149260	78149948	MYC_peak_4790	0	.	137	52	119	106	129	158	146	134
chr15	78264570	78265606	MYC_peak_4791	0	.	54	84	126	116	99	138	80	112
chr15	78265822	78265968	MYC_peak_4792	0	.	5	4	14	19	2	14	4	8
chr15	78299229	78300187	MYC_peak_4793	0	.	98	76	137	138	97	202	104	168
chr15	78437432	78439029	MYC_peak_4794	0	.	359	269	369	360	328	446	330	500
chr15	78539839	78540959	MYC_peak_4795	0	.	184	107	237	153	225	290	133	300
chr15	78872702	78873897	MYC_peak_4796	0	.	201	163	262	225	258	288	198	309
chr15	78915202	78915709	MYC_peak_4797	0	.	50	11	43	47	83	73	49	87
chr15	78937655	78937900	MYC_peak_4798	0	.	10	9	28	19	25	28	36	21
chr15	78979524	78979926	MYC_peak_4799	0	.	20	16	39	29	52	60	7	36
chr15	78988450	78988939	MYC_peak_4800	0	.	48	62	50	47	92	42	47	83
chr15	79310601	79311836	MYC_peak_4801	0	.	156	145	260	136	254	209	233	226
chr15	79896578	79897386	MYC_peak_4802	0	.	121	82	185	156	138	160	173	184
chr15	79923456	79924178	MYC_peak_4803	0	.	86	54	103	100	97	112	106	140
chr15	79978610	79978684	MYC_peak_4804	0	.	3	11	9	7	2	14	16	13
chr15	80058892	80059403	MYC_peak_4805	0	.	40	39	40	47	51	79	35	47
chr15	80059795	80060844	MYC_peak_4806	0	.	121	75	207	128	113	138	128	184
chr15	80152195	80152549	MYC_peak_4807	0	.	28	22	31	33	31	44	35	32
chr15	80152751	80154022	MYC_peak_4808	0	.	96	75	157	182	129	164	124	184
chr15	80160286	80161167	MYC_peak_4809	0	.	102	72	102	139	124	235	122	177
chr15	80989281	80990042	MYC_peak_4810	0	.	99	81	111	78	117	177	87	156
chr15	81000314	81001939	MYC_peak_4811	0	.	214	214	303	269	232	328	228	383
chr15	81023458	81024366	MYC_peak_4812	0	.	90	89	122	129	94	94	90	196
chr15	81266015	81266669	MYC_peak_4813	0	.	75	50	100	145	66	123	88	100
chr15	82046225	82047897	MYC_peak_4814	0	.	239	190	282	265	282	269	270	360
chr15	82262372	82262924	MYC_peak_4815	0	.	39	31	56	53	86	69	74	83
chr15	82750204	82751390	MYC_peak_4816	0	.	223	176	316	228	223	316	224	366
chr15	82809641	82810547	MYC_peak_4817	0	.	86	39	96	92	64	89	86	93
chr15	82985801	82986214	MYC_peak_4818	0	.	40	28	63	51	40	65	37	46
chr15	83011193	83012100	MYC_peak_4819	0	.	173	117	146	114	205	192	160	214
chr15	83066155	83067480	MYC_peak_4820	0	.	223	169	267	188	216	312	192	291
chr15	84570315	84571361	MYC_peak_4821	0	.	175	109	197	174	134	224	160	245
chr15	84599984	84601285	MYC_peak_4822	0	.	159	141	219	163	179	255	159	171
chr15	84633333	84633936	MYC_peak_4823	0	.	69	66	102	112	84	89	94	140
chr15	84653582	84654838	MYC_peak_4824	0	.	81	101	131	166	150	171	89	176
chr15	84657999	84658666	MYC_peak_4825	0	.	80	48	87	104	118	134	110	105
chr15	84716137	84716931	MYC_peak_4826	0	.	78	58	75	120	119	168	85	80
chr15	84734828	84735226	MYC_peak_4827	0	.	21	22	38	32	40	45	34	38
chr15	84748206	84749888	MYC_peak_4828	0	.	155	95	189	199	156	221	198	242
chr15	84980199	84981906	MYC_peak_4829	0	.	303	212	364	330	408	435	320	478
chr15	85329915	85330351	MYC_peak_4830	0	.	26	21	29	29	43	45	34	50
chr15	85689871	85690318	MYC_peak_4831	0	.	34	41	59	49	64	64	41	70
chr15	88391155	88391776	MYC_peak_4832	0	.	41	36	63	70	53	105	47	69
chr15	88466862	88467975	MYC_peak_4833	0	.	123	141	182	143	158	186	125	237
chr15	88546076	88546784	MYC_peak_4834	0	.	127	83	182	134	146	191	125	206
chr15	88620825	88622497	MYC_peak_4835	0	.	536	496	851	729	562	938	744	872
chr15	88622618	88622917	MYC_peak_4836	0	.	11	10	28	20	23	39	16	39
chr15	88638642	88638997	MYC_peak_4837	0	.	37	44	58	32	88	154	38	98
chr15	88641638	88641933	MYC_peak_4838	0	.	17	10	9	13	15	17	12	31
chr15	89052493	89052735	MYC_peak_4839	0	.	18	17	23	41	15	34	24	54
chr15	89068174	89068946	MYC_peak_4840	0	.	198	123	167	172	215	332	152	346
chr15	89075823	89076231	MYC_peak_4841	0	.	24	17	27	42	30	49	43	45
chr15	89243566	89244675	MYC_peak_4842	0	.	189	118	231	229	289	306	156	254
chr15	89333973	89335000	MYC_peak_4843	0	.	223	140	259	231	196	265	201	270
chr15	89358952	89359277	MYC_peak_4844	0	.	28	25	35	25	46	40	36	56
chr15	89361678	89362612	MYC_peak_4845	0	.	77	64	122	111	93	95	99	118
chr15	89363864	89365051	MYC_peak_4846	0	.	90	71	176	178	134	189	128	201
chr15	89367553	89368715	MYC_peak_4847	0	.	140	95	197	179	118	193	156	123
chr15	89395797	89396198	MYC_peak_4848	0	.	31	29	58	46	38	39	41	61
chr15	89574748	89576099	MYC_peak_4849	0	.	101	70	199	166	158	179	114	155
chr15	89750572	89751123	MYC_peak_4850	0	.	21	36	44	68	36	40	47	67
chr15	89893671	89894262	MYC_peak_4851	0	.	36	51	66	52	78	79	43	77
chr15	90000775	90002263	MYC_peak_4852	0	.	152	117	169	162	143	193	141	227
chr15	90101423	90102659	MYC_peak_4853	0	.	97	87	153	173	109	145	118	186
chr15	90201129	90201520	MYC_peak_4854	0	.	29	13	20	25	22	31	26	42
chr15	90233301	90234464	MYC_peak_4855	0	.	137	145	231	161	164	227	181	241
chr15	90264879	90266714	MYC_peak_4856	0	.	290	197	435	320	383	522	345	476
chr15	90336970	90337256	MYC_peak_4857	0	.	26	25	16	24	28	39	23	34
chr15	90388087	90388670	MYC_peak_4858	0	.	61	38	64	43	76	101	63	63
chr15	90481080	90481584	MYC_peak_4859	0	.	25	43	31	52	35	85	44	36
chr15	90529579	90530866	MYC_peak_4860	0	.	116	76	140	97	112	152	114	104
chr15	90648793	90649142	MYC_peak_4861	0	.	27	29	69	31	49	71	34	31
chr15	90660694	90661133	MYC_peak_4862	0	.	50	51	65	54	65	101	58	66
chr15	90661482	90661835	MYC_peak_4863	0	.	20	16	44	29	52	58	23	34
chr15	90664533	90665000	MYC_peak_4864	0	.	28	26	47	51	46	57	47	44
chr15	90665130	90665943	MYC_peak_4865	0	.	114	58	161	121	93	128	92	173
chr15	90666659	90667153	MYC_peak_4866	0	.	43	21	50	40	56	53	37	45
chr15	90686336	90687364	MYC_peak_4867	0	.	95	76	119	143	103	140	79	178
chr15	90716568	90717111	MYC_peak_4868	0	.	84	108	110	90	105	121	126	118
chr15	90761514	90762473	MYC_peak_4869	0	.	102	84	101	147	103	137	90	164
chr15	90852546	90852774	MYC_peak_4870	0	.	8	1	21	16	26	22	9	11
chr15	90872731	90873137	MYC_peak_4871	0	.	19	21	29	46	26	41	23	25
chr15	90884397	90884525	MYC_peak_4872	0	.	15	17	29	15	26	19	19	28
chr15	90884990	90885293	MYC_peak_4873	0	.	21	10	36	26	26	50	34	27
chr15	90885378	90885445	MYC_peak_4874	0	.	10	6	18	13	19	20	26	17
chr15	90885784	90885990	MYC_peak_4875	0	.	35	17	26	24	36	41	22	35
chr15	90902318	90903373	MYC_peak_4876	0	.	95	95	144	134	110	123	98	183
chr15	90903483	90903825	MYC_peak_4877	0	.	19	11	37	30	37	49	12	33
chr15	90915691	90916036	MYC_peak_4878	0	.	51	12	40	29	35	51	31	46
chr15	90929976	90930621	MYC_peak_4879	0	.	53	49	93	80	60	124	91	106
chr15	90931443	90932640	MYC_peak_4880	0	.	172	98	249	234	189	224	182	269
chr15	90954637	90955704	MYC_peak_4881	0	.	312	198	497	375	370	509	397	485
chr15	90993316	90993652	MYC_peak_4882	0	.	26	6	32	21	25	28	16	22
chr15	90994018	90995201	MYC_peak_4883	0	.	123	59	164	144	161	181	114	170
chr15	92802278	92802594	MYC_peak_4884	0	.	27	19	53	41	44	42	37	40
chr15	92807891	92810487	MYC_peak_4885	0	.	832	679	1045	1010	1068	1375	872	1291
chr15	92820390	92820689	MYC_peak_4886	0	.	6	21	29	35	32	44	33	40
chr15	92882495	92883679	MYC_peak_4887	0	.	197	142	215	239	176	328	241	305
chr15	92900564	92900909	MYC_peak_4888	0	.	28	11	34	57	38	44	20	49
chr15	92903669	92904714	MYC_peak_4889	0	.	169	156	273	259	289	348	205	336
chr15	95929127	95929552	MYC_peak_4890	0	.	24	25	45	59	59	70	43	74
chr15	96042814	96043135	MYC_peak_4891	0	.	16	36	24	36	55	30	37	27
chr15	97960461	97961314	MYC_peak_4892	0	.	86	48	62	102	76	118	93	117
chr15	98647150	98648635	MYC_peak_4893	0	.	179	146	379	212	202	287	257	362
chr15	99250865	99251331	MYC_peak_4894	0	.	39	33	58	62	63	56	50	79
chr15	99564541	99564775	MYC_peak_4895	0	.	11	16	9	7	17	23	13	14
chr15	99565147	99566015	MYC_peak_4896	0	.	108	67	110	97	110	111	113	140
chr15	100131723	100132203	MYC_peak_4897	0	.	38	30	89	68	76	55	59	103
chr15	100341711	100342544	MYC_peak_4898	0	.	98	60	112	118	108	125	81	150
chr15	100601077	100602243	MYC_peak_4899	0	.	58	75	99	107	128	192	143	163
chr15	100833657	100834219	MYC_peak_4900	0	.	62	43	45	62	64	119	55	78
chr15	100849546	100850032	MYC_peak_4901	0	.	34	31	54	38	54	64	54	56
chr15	100879062	100879743	MYC_peak_4902	0	.	67	27	91	65	92	106	70	76
chr15	100918265	100920594	MYC_peak_4903	0	.	307	170	420	307	295	460	332	423
chr15	100922560	100922891	MYC_peak_4904	0	.	28	22	20	27	20	59	21	19
chr15	101116021	101116663	MYC_peak_4905	0	.	57	52	124	80	64	92	68	127
chr15	101167851	101168227	MYC_peak_4906	0	.	34	23	27	25	25	72	49	63
chr15	101199645	101199890	MYC_peak_4907	0	.	10	10	18	31	21	10	4	24
chr15	101239486	101240004	MYC_peak_4908	0	.	72	49	88	61	69	102	59	87
chr15	101251651	101252581	MYC_peak_4909	0	.	141	94	202	176	171	195	164	250
chr15	101276893	101277798	MYC_peak_4910	0	.	120	177	161	171	218	233	118	283
chr15	101294005	101295864	MYC_peak_4911	0	.	478	370	656	596	606	688	386	719
chr15	101499950	101500280	MYC_peak_4912	0	.	27	27	35	23	49	54	29	54
chr15	101651795	101653197	MYC_peak_4913	0	.	262	200	317	316	252	353	276	365
chr15	101723777	101724594	MYC_peak_4914	0	.	94	58	133	130	125	133	120	119
chr16	39236	39320	MYC_peak_4915	0	.	3	4	6	11	9	6	10	7
chr16	52399	54197	MYC_peak_4916	0	.	265	144	479	338	400	468	303	412
chr16	54394	54537	MYC_peak_4917	0	.	6	3	5	7	9	18	9	22
chr16	57631	58019	MYC_peak_4918	0	.	32	40	45	38	63	68	59	48
chr16	76268	76607	MYC_peak_4919	0	.	29	40	38	52	40	35	47	58
chr16	76967	78604	MYC_peak_4920	0	.	307	187	294	269	207	304	254	364
chr16	137960	138999	MYC_peak_4921	0	.	89	69	124	97	56	102	94	110
chr16	181144	182096	MYC_peak_4922	0	.	104	73	150	132	144	185	118	209
chr16	228822	229506	MYC_peak_4923	0	.	106	131	137	100	134	167	119	181
chr16	234399	235515	MYC_peak_4924	0	.	206	101	189	154	180	233	198	284
chr16	327249	327700	MYC_peak_4925	0	.	61	53	41	36	74	80	44	70
chr16	351510	353550	MYC_peak_4926	0	.	179	126	271	150	196	257	173	322
chr16	381991	382362	MYC_peak_4927	0	.	25	13	27	27	36	38	24	38
chr16	396651	397540	MYC_peak_4928	0	.	61	64	87	87	75	74	86	131
chr16	400460	402452	MYC_peak_4929	0	.	271	249	456	376	357	457	275	463
chr16	424838	425650	MYC_peak_4930	0	.	78	60	127	112	116	95	135	166
chr16	526828	528753	MYC_peak_4931	0	.	271	169	323	299	289	440	257	416
chr16	570168	570257	MYC_peak_4932	0	.	6	1	3	2	4	3	4	0
chr16	579064	579322	MYC_peak_4933	0	.	29	22	24	37	50	27	24	36
chr16	588302	590520	MYC_peak_4934	0	.	362	272	497	393	426	509	390	539
chr16	592328	593475	MYC_peak_4935	0	.	146	155	185	219	187	245	203	291
chr16	635500	637103	MYC_peak_4936	0	.	275	191	451	317	268	412	357	473
chr16	641629	643265	MYC_peak_4937	0	.	403	359	471	464	452	542	493	702
chr16	648221	650594	MYC_peak_4938	0	.	271	240	463	406	428	542	493	576
chr16	680071	681331	MYC_peak_4939	0	.	112	85	151	124	93	164	100	209
chr16	683606	684872	MYC_peak_4940	0	.	148	137	271	195	156	255	285	262
chr16	715761	716027	MYC_peak_4941	0	.	13	11	22	38	22	20	20	36
chr16	720332	721825	MYC_peak_4942	0	.	233	156	333	311	310	371	337	410
chr16	726450	728699	MYC_peak_4943	0	.	451	287	592	490	457	552	458	634
chr16	787511	788634	MYC_peak_4944	0	.	73	58	162	143	120	181	107	178
chr16	807288	807860	MYC_peak_4945	0	.	70	27	54	53	36	80	54	71
chr16	877527	877548	MYC_peak_4946	0	.	5	5	5	11	9	6	4	4
chr16	878189	878260	MYC_peak_4947	0	.	8	6	12	4	5	5	3	8
chr16	970649	971015	MYC_peak_4948	0	.	45	15	58	45	32	64	56	48
chr16	1308716	1310799	MYC_peak_4949	0	.	291	222	388	345	319	426	335	490
chr16	1351311	1352139	MYC_peak_4950	0	.	68	51	82	101	87	85	78	87
chr16	1379108	1379902	MYC_peak_4951	0	.	79	73	195	140	100	231	117	195
chr16	1419288	1421241	MYC_peak_4952	0	.	375	300	529	472	375	524	392	608
chr16	1469482	1471028	MYC_peak_4953	0	.	204	162	405	308	287	346	217	386
chr16	1473897	1475682	MYC_peak_4954	0	.	296	108	370	276	287	336	240	370
chr16	1492514	1494196	MYC_peak_4955	0	.	362	212	564	441	500	558	382	485
chr16	1494404	1494515	MYC_peak_4956	0	.	8	2	11	14	12	8	2	3
chr16	1543281	1544101	MYC_peak_4957	0	.	140	82	118	159	163	203	124	223
chr16	1610449	1613911	MYC_peak_4958	0	.	369	331	512	493	566	677	489	617
chr16	1677867	1679036	MYC_peak_4959	0	.	151	111	206	181	210	277	151	282
chr16	1705697	1706687	MYC_peak_4960	0	.	92	77	138	138	124	214	103	187
chr16	1706881	1707074	MYC_peak_4961	0	.	6	4	12	10	17	11	14	14
chr16	1771553	1773908	MYC_peak_4962	0	.	309	228	571	585	392	583	424	577
chr16	1782054	1782506	MYC_peak_4963	0	.	35	22	25	23	32	35	44	43
chr16	1782719	1783556	MYC_peak_4964	0	.	124	91	175	153	161	222	178	192
chr16	1826294	1827963	MYC_peak_4965	0	.	218	143	294	201	240	323	200	354
chr16	1871958	1872505	MYC_peak_4966	0	.	44	28	41	49	42	39	28	58
chr16	1929430	1930185	MYC_peak_4967	0	.	93	53	106	85	74	104	118	87
chr16	1938208	1938968	MYC_peak_4968	0	.	100	92	157	104	126	154	114	158
chr16	1939106	1939132	MYC_peak_4969	0	.	1	0	4	6	0	8	7	7
chr16	1943228	1943992	MYC_peak_4970	0	.	67	79	123	127	81	145	76	115
chr16	1959244	1959837	MYC_peak_4971	0	.	59	43	70	84	52	120	54	55
chr16	1960471	1961363	MYC_peak_4972	0	.	52	69	53	126	64	82	87	111
chr16	1961539	1961886	MYC_peak_4973	0	.	22	20	21	36	23	26	32	44
chr16	1963399	1965872	MYC_peak_4974	0	.	715	471	889	676	808	892	627	924
chr16	1971273	1972406	MYC_peak_4975	0	.	135	116	212	172	171	230	147	216
chr16	1983712	1984711	MYC_peak_4976	0	.	118	38	118	98	105	119	98	116
chr16	2008016	2011177	MYC_peak_4977	0	.	599	584	864	724	828	996	706	1141
chr16	2019760	2020059	MYC_peak_4978	0	.	34	13	40	15	40	37	23	40
chr16	2047279	2048221	MYC_peak_4979	0	.	132	99	238	209	162	230	187	231
chr16	2153273	2156470	MYC_peak_4980	0	.	496	361	605	564	550	722	570	878
chr16	2204979	2206811	MYC_peak_4981	0	.	252	190	339	294	288	404	301	377
chr16	2213135	2213650	MYC_peak_4982	0	.	18	20	47	31	43	66	26	58
chr16	2213988	2216213	MYC_peak_4983	0	.	369	223	617	554	476	675	530	612
chr16	2223145	2224733	MYC_peak_4984	0	.	128	98	169	219	213	186	151	282
chr16	2250827	2252192	MYC_peak_4985	0	.	168	158	262	214	179	253	156	247
chr16	2266926	2269231	MYC_peak_4986	0	.	547	433	809	653	659	881	574	865
chr16	2340663	2341242	MYC_peak_4987	0	.	74	48	81	126	91	130	83	114
chr16	2428646	2430082	MYC_peak_4988	0	.	163	101	262	252	159	304	142	242
chr16	2468116	2468577	MYC_peak_4989	0	.	18	17	35	30	31	45	25	36
chr16	2471532	2471915	MYC_peak_4990	0	.	25	8	30	18	26	35	36	52
chr16	2473504	2475482	MYC_peak_4991	0	.	277	256	475	404	347	390	365	579
chr16	2507309	2507713	MYC_peak_4992	0	.	33	20	49	35	31	34	34	74
chr16	2513685	2514180	MYC_peak_4993	0	.	66	38	83	49	63	78	79	99
chr16	2520114	2520712	MYC_peak_4994	0	.	49	40	58	88	72	59	49	72
chr16	2531548	2533229	MYC_peak_4995	0	.	127	106	225	164	233	247	189	219
chr16	2535609	2535847	MYC_peak_4996	0	.	11	7	27	29	22	58	33	41
chr16	2536492	2538329	MYC_peak_4997	0	.	87	84	162	146	152	175	158	210
chr16	2603079	2604073	MYC_peak_4998	0	.	186	139	249	193	254	261	219	275
chr16	2673103	2673891	MYC_peak_4999	0	.	60	71	86	46	79	114	67	132
chr16	2681777	2682967	MYC_peak_5000	0	.	189	134	196	188	208	276	194	315
chr16	2687054	2687308	MYC_peak_5001	0	.	20	12	22	12	26	45	9	31
chr16	2720844	2721684	MYC_peak_5002	0	.	93	74	126	132	104	164	121	184
chr16	2751530	2753969	MYC_peak_5003	0	.	568	519	1042	684	798	937	696	953
chr16	2776548	2778581	MYC_peak_5004	0	.	328	219	414	343	325	403	294	492
chr16	2785855	2785996	MYC_peak_5005	0	.	5	10	8	14	15	13	10	16
chr16	2867860	2868708	MYC_peak_5006	0	.	80	78	88	118	103	158	73	163
chr16	2882291	2883271	MYC_peak_5007	0	.	82	57	110	132	123	95	101	168
chr16	2904283	2905505	MYC_peak_5008	0	.	136	115	154	218	161	224	181	217
chr16	2911817	2912252	MYC_peak_5009	0	.	29	31	58	33	50	70	34	79
chr16	2965002	2965278	MYC_peak_5010	0	.	43	17	30	18	17	32	25	27
chr16	2968884	2969396	MYC_peak_5011	0	.	70	36	71	80	70	73	59	94
chr16	2969761	2970276	MYC_peak_5012	0	.	33	21	60	53	51	46	48	53
chr16	2979895	2980940	MYC_peak_5013	0	.	104	84	131	142	134	163	107	185
chr16	3007793	3008279	MYC_peak_5014	0	.	55	26	56	57	64	70	51	105
chr16	3020229	3021068	MYC_peak_5015	0	.	68	51	88	104	109	82	87	116
chr16	3023717	3024572	MYC_peak_5016	0	.	195	176	300	267	241	326	236	335
chr16	3045758	3046367	MYC_peak_5017	0	.	71	43	66	71	94	73	86	92
chr16	3059014	3059674	MYC_peak_5018	0	.	46	37	80	92	67	112	83	116
chr16	3106324	3106632	MYC_peak_5019	0	.	28	20	56	37	42	50	26	54
chr16	3124271	3124910	MYC_peak_5020	0	.	29	26	65	57	44	75	57	78
chr16	3134108	3135481	MYC_peak_5021	0	.	152	76	125	172	174	203	90	217
chr16	3149609	3150613	MYC_peak_5022	0	.	151	99	165	163	147	196	139	220
chr16	3157814	3158122	MYC_peak_5023	0	.	7	18	30	28	20	34	14	30
chr16	3158435	3159134	MYC_peak_5024	0	.	38	27	57	51	59	64	63	93
chr16	3172328	3172679	MYC_peak_5025	0	.	19	5	26	43	32	35	27	10
chr16	3182754	3183115	MYC_peak_5026	0	.	23	13	29	33	22	46	25	60
chr16	3188335	3189510	MYC_peak_5027	0	.	104	95	150	141	89	137	80	117
chr16	3263391	3265878	MYC_peak_5028	0	.	394	344	652	596	594	760	470	781
chr16	3282436	3283837	MYC_peak_5029	0	.	278	235	451	375	395	472	383	515
chr16	3305518	3306004	MYC_peak_5030	0	.	34	20	41	23	41	65	32	39
chr16	3400570	3401549	MYC_peak_5031	0	.	107	77	144	131	90	170	128	118
chr16	3443204	3443525	MYC_peak_5032	0	.	20	22	26	23	23	28	34	47
chr16	3457526	3458600	MYC_peak_5033	0	.	171	103	185	134	191	242	163	183
chr16	3500644	3501357	MYC_peak_5034	0	.	133	152	222	206	241	302	156	315
chr16	3611286	3612096	MYC_peak_5035	0	.	52	86	81	49	116	124	90	110
chr16	3637520	3638028	MYC_peak_5036	0	.	54	32	48	56	56	53	45	61
chr16	3716085	3718260	MYC_peak_5037	0	.	556	433	791	858	689	860	665	1020
chr16	3880723	3881167	MYC_peak_5038	0	.	42	24	66	64	53	51	60	62
chr16	4032666	4033442	MYC_peak_5039	0	.	154	126	179	166	196	223	175	227
chr16	4033927	4034226	MYC_peak_5040	0	.	2	20	12	13	24	29	10	19
chr16	4052649	4054735	MYC_peak_5041	0	.	239	188	326	301	296	429	185	375
chr16	4064979	4065363	MYC_peak_5042	0	.	32	20	50	32	41	62	54	68
chr16	4113570	4114232	MYC_peak_5043	0	.	49	20	61	73	36	78	41	66
chr16	4114994	4117269	MYC_peak_5044	0	.	232	146	281	198	202	287	248	315
chr16	4183274	4184077	MYC_peak_5045	0	.	220	160	363	216	239	278	192	347
chr16	4193936	4194435	MYC_peak_5046	0	.	43	30	57	55	40	61	63	91
chr16	4245488	4245828	MYC_peak_5047	0	.	12	9	17	26	11	20	18	22
chr16	4253234	4254190	MYC_peak_5048	0	.	143	130	208	151	166	213	173	231
chr16	4270063	4274250	MYC_peak_5049	0	.	1683	1262	2266	1872	1931	2587	1875	2670
chr16	4307284	4308066	MYC_peak_5050	0	.	89	78	160	129	126	149	88	136
chr16	4347496	4347756	MYC_peak_5051	0	.	10	11	29	39	18	21	22	17
chr16	4350090	4351831	MYC_peak_5052	0	.	282	246	510	399	456	526	379	560
chr16	4415326	4416985	MYC_peak_5053	0	.	196	136	211	143	175	181	161	249
